,NU_INSCRICAO,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_ST_CONCLUSAO,IN_TREINEIRO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,NU_NOTA_REDACAO,ESC_PAI,ESC_MAE,PESSOAS_RESIDENCIA,BANHEIRO,QUARTOS,CARRO,CELULAR,FIXO,COMPUTADOR,INTERNET,Q026,TIPO_EM,RENDA,NOTA_TESTES,NOTA_ENEM
19662,170004950161,SE,32.0,F,1.0,2,0,453.9,390.6,423.0,380.8,1,460.0,A,A,3.0,B,C,A,C,A,A,A,B,A,889.9810476233429,1648.3,2108.3
170723,170000683044,MG,20.0,F,0.0,2,0,577.5,551.7,530.6,454.9,0,700.0,B,B,6.0,B,C,A,E,A,A,A,B,A,1264.0008626186725,2114.7000000000007,2814.700000000001
194564,170001687714,PA,16.0,F,0.0,3,1,472.3,559.6,521.1,543.5,0,700.0,E,F,4.0,B,C,A,C,A,A,A,C,A,449.0137157439357,2096.5,2796.5
64160,170001760972,PB,19.0,F,0.0,1,0,463.8,436.4,420.0,397.6,1,560.0,E,C,6.0,B,C,A,B,A,A,A,A,A,1327.6473462973156,1717.8000000000006,2277.8
6160,170000869517,PI,16.0,M,0.0,3,1,471.5,444.4,348.1,615.6,0,0.0,C,D,4.0,B,C,A,C,A,A,B,C,A,930.5596657434227,1879.6,1879.6
48649,170006081009,PB,18.0,F,0.0,1,0,437.3,360.2,418.8,386.9,1,400.0,C,D,3.0,B,C,A,C,A,A,B,A,A,976.0569212243803,1603.1999999999994,2003.2
158525,170003869247,TO,18.0,M,0.0,1,0,492.7,468.8,549.5,666.6,0,520.0,F,F,5.0,C,E,B,A,B,A,B,A,A,3607.250734656007,2177.6,2697.6
110504,170000884553,SP,19.0,M,0.0,1,0,546.2,607.6,574.1,557.2,0,560.0,F,F,4.0,C,D,C,E,B,D,B,A,A,5662.097367109375,2285.100000000001,2845.1000000000013
67064,170005328194,CE,19.0,F,0.0,1,0,429.4,509.4,460.1,423.3,1,500.0,C,D,4.0,B,C,A,D,A,B,B,A,A,442.84210939184317,1822.2,2322.2
34270,170000490050,RJ,17.0,F,0.0,2,0,520.3,571.2,576.0,592.8,0,520.0,F,G,3.0,C,D,B,D,B,C,B,B,D,8193.202752414722,2260.3,2780.3
46397,170000036321,PI,19.0,F,0.0,1,0,500.3,496.6,485.8,493.0,1,460.0,C,E,5.0,B,C,A,B,A,A,A,A,A,699.6329632959627,1975.7,2435.7
106510,170000358407,RN,23.0,M,0.0,1,0,478.6,475.1,487.1,471.0,1,500.0,B,C,8.0,B,D,B,C,A,A,A,A,A,227.77562677955413,1911.8,2411.8
102666,170000809113,SP,17.0,F,0.0,2,0,447.3,505.4,476.2,482.1,1,600.0,C,B,7.0,B,C,A,E,A,A,A,B,A,1094.4640428433488,1911.0,2511.0
175455,170002258176,ES,18.0,F,0.0,1,0,610.0,618.2,571.0,564.6,1,720.0,E,F,4.0,B,C,B,C,B,B,B,A,E,2236.5952743446487,2363.8,3083.8
102602,170003933268,PB,18.0,F,0.0,3,0,454.3,444.1,483.6,438.5,0,480.0,B,B,4.0,B,B,A,C,A,A,A,C,A,0.0,1820.5,2300.5
176878,170001874662,CE,33.0,F,0.0,1,0,574.9,516.4,541.8,487.9,1,500.0,B,B,4.0,C,D,B,B,A,B,A,A,A,1077.1535924199998,2121.0,2621.0
113289,170003088334,AP,19.0,F,0.0,1,0,616.3,458.0,519.3,388.4,0,560.0,E,G,6.0,B,C,A,C,A,B,A,A,A,1060.1272968198841,1982.0,2542.0
111130,170002370405,RO,20.0,F,0.0,1,0,404.8,363.5,385.2,382.2,0,420.0,H,C,6.0,B,D,A,C,A,A,A,A,A,594.9445532604642,1535.7,1955.7
19704,170002305642,PA,19.0,M,0.0,1,0,393.7,473.3,456.4,377.7,1,440.0,E,F,5.0,B,C,B,D,B,B,B,A,A,1504.4537178523824,1701.1,2141.100000000001
77019,170005681279,AM,34.0,M,1.0,1,0,565.3,641.2,558.7,543.2,0,620.0,C,B,3.0,B,C,B,B,A,A,A,A,A,1095.5739753980904,2308.4,2928.4
68400,170005047073,RJ,18.0,F,0.0,2,0,554.0,569.6,493.2,523.8,0,700.0,E,E,2.0,B,B,A,B,B,A,B,B,A,939.6100780361315,2140.6,2840.6
105860,170005954759,RN,20.0,F,0.0,1,0,536.2,558.2,555.2,423.5,0,760.0,D,E,4.0,C,C,A,E,A,B,B,A,A,964.1906436155788,2073.100000000001,2833.1000000000013
94421,170001547473,CE,25.0,F,0.0,1,0,488.4,492.6,504.4,409.0,1,0.0,C,C,6.0,B,C,A,C,A,A,A,A,A,450.1489880480194,1894.4,1894.4
110449,170002181901,ES,20.0,M,0.0,1,0,583.6,484.5,511.0,508.8,1,500.0,E,G,3.0,C,D,B,D,B,B,B,A,A,5034.30880984776,2087.9,2587.9
104970,170005229673,MG,17.0,F,0.0,2,0,708.1,727.6,667.5,851.5,0,900.0,E,G,2.0,D,D,C,D,B,D,B,B,A,4922.32496179211,2954.7,3854.7
1700,170001860806,PE,30.0,M,1.0,1,0,445.8,539.0,484.7,529.2,1,560.0,H,B,4.0,B,A,A,C,A,A,A,A,A,464.82719559355553,1998.7,2558.7
185488,170000142526,PE,26.0,F,,1,0,540.8,554.0,637.0,604.0,0,720.0,C,C,3.0,C,C,A,C,A,B,B,A,A,1316.1782426302354,2335.8,3055.8
128462,170003071279,MG,22.0,M,0.0,1,0,446.5,535.3,532.5,502.5,0,740.0,E,E,5.0,B,E,B,E,B,B,B,A,A,1579.7295126534925,2016.8,2756.8
132802,170000988681,GO,17.0,M,0.0,2,0,590.0,530.3,508.2,398.0,1,620.0,H,E,1.0,B,C,A,B,A,B,B,C,D,5121.099102079786,2026.5,2646.5
24447,170002834718,MG,18.0,F,0.0,2,0,560.7,536.7,525.9,551.0,0,600.0,C,G,4.0,C,D,A,E,B,D,B,B,A,6136.015026737094,2174.3,2774.3
162676,170000653989,AM,27.0,F,0.0,1,0,472.3,442.8,496.7,574.0,1,520.0,H,B,2.0,B,B,A,C,A,A,A,A,A,330.9318098518052,1985.8,2505.8
163924,170004456808,PA,21.0,F,0.0,1,0,495.8,463.0,490.7,605.1,0,440.0,E,E,7.0,B,C,B,D,A,A,A,A,A,1401.7067907331327,2054.6,2494.6
99310,170002610546,AL,19.0,M,0.0,2,0,392.5,526.5,511.9,506.2,1,400.0,E,E,3.0,B,C,A,B,A,A,B,B,A,344.0577829882541,1937.1,2337.100000000001
21388,170004474649,PA,25.0,M,0.0,1,0,572.3,662.8,556.4,614.0,0,640.0,H,D,4.0,E,E,C,E,B,C,B,A,A,1321.9991043634532,2405.5,3045.5
101478,170003513664,MA,21.0,F,0.0,1,0,492.9,449.8,506.3,467.6,0,500.0,H,D,11.0,B,D,A,E,A,A,A,A,A,1357.933283881529,1916.6,2416.6
36317,170002552968,MT,19.0,F,0.0,1,0,459.6,518.8,416.4,401.5,0,440.0,G,C,5.0,B,D,B,B,A,B,A,A,A,2965.235491509006,1796.3,2236.3
158690,170002210996,SP,19.0,F,0.0,1,0,607.5,591.8,607.8,643.3,0,740.0,E,F,4.0,C,D,A,D,A,C,A,A,A,1159.9307730666285,2450.4,3190.4
112378,170004181171,RS,18.0,F,0.0,2,0,509.3,516.2,543.2,429.4,0,380.0,B,B,2.0,C,C,A,C,B,B,B,B,A,1396.2288204279682,1998.1,2378.1
111840,170000786939,RJ,18.0,M,0.0,2,0,530.1,544.1,578.9,578.0,1,580.0,D,C,2.0,B,B,A,C,A,B,A,B,A,323.1857863381784,2231.1,2811.1
78536,170002047179,PE,15.0,F,0.0,3,1,399.0,399.5,447.1,405.3,1,500.0,E,G,4.0,B,C,A,B,A,A,A,C,C,1070.6038689891766,1650.9,2150.9
107625,170000498705,PE,25.0,M,0.0,1,0,414.8,427.6,514.1,445.1,1,480.0,B,B,4.0,B,D,B,C,A,B,B,A,A,1569.2185410905267,1801.6,2281.6
161055,170001193849,CE,16.0,M,0.0,3,1,432.3,555.0,506.4,440.7,0,620.0,G,H,2.0,C,D,A,C,A,A,A,C,D,5769.595661398988,1934.4,2554.4
89391,170002397405,MG,19.0,M,0.0,1,0,632.2,617.1,468.1,783.7,0,800.0,D,E,4.0,B,C,B,D,B,B,B,A,A,1914.0385244858758,2501.100000000001,3301.1000000000013
142426,170006021926,SP,26.0,M,0.0,1,0,489.2,551.9,531.3,366.3,0,580.0,D,G,5.0,E,D,B,D,B,B,B,A,A,3184.7665891231927,1938.7,2518.7
23812,170004040956,SP,18.0,M,0.0,2,0,429.6,508.7,568.1,615.6,0,840.0,B,C,5.0,B,B,B,B,A,C,B,B,A,2924.3120845742706,2122.0,2962.0
113549,170006593599,PA,29.0,F,0.0,1,0,518.0,554.3,450.4,471.1,1,440.0,A,E,5.0,B,B,A,C,A,A,A,A,A,1291.1209509640455,1993.8,2433.8
144422,170000637025,SP,18.0,F,0.0,1,0,460.7,430.6,457.6,418.7,0,600.0,D,E,4.0,B,D,B,D,A,B,B,B,A,2473.8797373657644,1767.6,2367.600000000001
133073,170000628974,AL,30.0,F,0.0,1,0,577.9,470.2,436.2,369.9,1,440.0,B,E,4.0,B,C,B,E,B,B,B,A,A,1299.0947022841929,1854.2,2294.2
189720,170001742834,PR,19.0,F,0.0,1,0,573.1,554.2,470.5,497.9,1,700.0,E,D,5.0,B,D,B,D,A,B,A,A,A,1829.4579442335198,2095.7000000000007,2795.700000000001
142952,170000796057,SP,17.0,F,0.0,2,0,430.5,523.7,519.1,529.8,0,580.0,H,B,2.0,B,B,A,C,A,B,A,B,A,1326.1871052718316,2003.1,2583.100000000001
99828,170001916972,SP,17.0,M,0.0,2,0,523.6,590.3,580.9,490.9,0,560.0,E,E,4.0,B,C,B,C,B,B,B,B,A,1439.899037059118,2185.7000000000007,2745.7000000000007
103496,170002578835,SP,17.0,F,0.0,2,0,573.8,512.6,596.7,613.6,1,620.0,C,F,6.0,B,B,A,B,B,B,A,B,A,1004.0748277885853,2296.7000000000007,2916.700000000001
60406,170005684660,PA,18.0,F,0.0,1,0,505.0,427.4,453.0,591.4,0,660.0,E,E,11.0,B,C,A,C,A,B,B,A,C,1338.2904452555028,1976.8,2636.8
39283,170001672859,MG,32.0,M,0.0,1,0,570.4,592.6,567.6,547.0,1,640.0,C,B,5.0,C,D,A,D,B,B,A,A,A,2025.5543036616227,2277.6,2917.6
50663,170001856061,MG,17.0,F,0.0,2,0,385.9,462.6,511.9,426.9,1,540.0,C,F,2.0,B,C,B,C,A,B,B,B,A,580.3543205297392,1787.3000000000006,2327.3
112500,170002333303,BA,20.0,M,0.0,1,0,450.4,565.6,515.1,529.2,1,600.0,B,E,3.0,B,C,B,D,A,B,B,A,A,1095.5387391763,2060.3,2660.3
118101,170004955735,SP,44.0,M,1.0,1,0,518.5,578.0,476.4,580.4,0,580.0,E,B,3.0,B,B,A,C,A,B,B,A,C,1962.8371457952976,2153.3,2733.3
13908,170001984083,ES,17.0,F,0.0,3,1,583.4,402.2,451.1,461.6,0,300.0,C,D,2.0,B,D,A,D,A,A,B,C,A,1001.5037709037206,1898.3,2198.3
135477,170003022241,PE,19.0,M,0.0,2,0,419.5,503.7,503.2,544.8,0,480.0,E,E,4.0,B,B,A,B,A,A,A,B,A,0.0,1971.2,2451.2
143374,170002858356,PB,17.0,F,0.0,1,0,562.3,512.4,536.2,455.5,0,520.0,E,E,3.0,B,C,A,C,A,A,B,A,A,1345.1646305310562,2066.4,2586.4
165025,170000554995,MA,19.0,F,0.0,1,0,430.9,398.9,471.0,390.9,0,600.0,D,E,4.0,C,D,A,D,A,B,B,A,A,94.6102189807703,1691.6999999999994,2291.7
72814,170002823343,SP,16.0,F,0.0,3,1,517.9,568.5,541.4,529.2,0,440.0,E,E,3.0,D,D,C,D,B,B,B,C,D,7716.0280912949365,2157.0,2597.0
39291,170000497834,BA,17.0,F,0.0,2,0,443.2,496.9,514.2,466.2,1,700.0,C,D,4.0,B,C,A,D,A,B,B,B,A,539.286004311542,1920.5,2620.5
112052,170003596363,PE,19.0,F,0.0,1,0,536.6,584.1,473.1,632.3,1,620.0,C,D,5.0,B,C,A,B,A,B,B,A,A,1149.1072889906206,2226.100000000001,2846.1000000000013
121532,170003908709,SP,17.0,F,0.0,3,1,534.4,568.5,481.9,430.7,1,560.0,F,D,3.0,B,D,B,E,B,B,B,C,A,4255.5491714669615,2015.5,2575.5
197985,170005048453,GO,23.0,F,0.0,1,0,573.3,505.8,560.1,492.5,1,580.0,E,E,3.0,B,B,B,C,A,C,B,A,A,2127.389590153131,2131.7,2711.7
45826,170006162151,RJ,18.0,M,0.0,3,1,593.6,525.2,502.4,763.1,1,480.0,E,F,4.0,E,E,C,E,B,E,B,C,D,12397.052402495869,2384.3,2864.3
149708,170001988324,SC,19.0,F,0.0,2,0,480.3,464.1,529.1,414.4,0,400.0,B,C,3.0,B,C,A,B,A,A,A,B,A,738.1871740544487,1887.9,2287.9
170534,170003894899,SP,17.0,F,0.0,2,0,489.8,479.6,509.8,446.2,0,720.0,E,E,5.0,C,C,B,C,A,B,B,B,A,1278.927050379548,1925.4,2645.4
179114,170005055665,PR,17.0,F,0.0,2,0,396.5,469.8,574.5,488.0,0,580.0,F,F,4.0,C,D,C,E,B,B,B,B,A,1931.352774513678,1928.8,2508.8
133607,170005239236,MG,19.0,F,0.0,1,0,627.8,553.9,552.4,421.3,0,760.0,E,F,4.0,B,D,A,E,B,B,B,A,A,1523.3099647910485,2155.4,2915.4
63469,170006658492,MG,22.0,M,0.0,1,0,484.9,369.8,406.5,597.7,1,480.0,A,H,5.0,B,C,A,A,A,A,A,A,A,0.0,1858.9,2338.9
135592,170005165262,SE,22.0,F,0.0,1,0,440.6,482.9,497.6,439.3,1,600.0,H,H,4.0,B,C,A,C,A,A,A,A,A,792.9185950202374,1860.4,2460.4
107837,170005356112,MG,19.0,F,0.0,1,0,446.2,389.1,477.0,495.5,1,680.0,B,B,5.0,B,C,B,E,B,B,B,A,A,1540.941326827622,1807.8,2487.8
64971,170006366639,PA,17.0,F,0.0,2,0,528.1,512.1,482.7,425.6,1,540.0,D,E,5.0,B,C,A,B,A,A,A,B,A,0.0,1948.5,2488.5
48353,170002097129,SP,16.0,M,0.0,3,1,517.7,395.2,441.6,498.9,0,480.0,F,F,4.0,C,D,C,C,B,B,B,C,E,4182.111603461305,1853.4,2333.4
79976,170002161755,SP,17.0,M,0.0,2,0,470.0,532.0,532.4,603.6,0,520.0,C,C,4.0,B,C,B,C,B,B,B,B,A,1049.224953789764,2138.0,2658.0
70499,170002337420,SP,17.0,M,0.0,2,0,609.5,622.2,565.3,662.8,0,640.0,E,G,4.0,B,C,B,B,B,B,B,B,D,4485.5939918150625,2459.8,3099.8
77829,170004994419,PB,34.0,F,1.0,1,0,480.9,483.7,456.6,465.5,1,400.0,B,B,3.0,B,C,B,B,A,B,B,A,A,1069.8661680187633,1886.7,2286.7
98649,170000632651,MG,18.0,F,0.0,1,0,641.1,644.0,681.4,722.8,0,920.0,D,D,4.0,C,C,B,D,A,B,B,A,D,6082.8254588707705,2689.3,3609.3
194983,170001760055,PA,19.0,F,0.0,1,0,695.9,741.1,627.5,731.5,0,960.0,F,E,5.0,B,D,B,B,A,B,B,A,A,2297.710028677748,2796.0,3756.0
3715,170002735737,MT,18.0,F,0.0,1,0,454.3,421.9,467.1,428.0,1,440.0,E,C,3.0,B,C,A,A,A,A,A,A,A,418.2497542820395,1771.3000000000006,2211.3
104129,170005522521,RS,17.0,F,0.0,2,0,439.9,564.9,485.8,595.2,1,700.0,B,E,2.0,B,D,B,C,B,B,B,B,A,1629.7320659554944,2085.8,2785.8
186584,170006429075,MT,24.0,M,0.0,1,0,542.9,417.5,518.1,397.0,1,460.0,A,A,6.0,B,C,A,B,A,A,A,A,A,246.73059023846585,1875.5,2335.5
116110,170005861705,AL,18.0,M,0.0,2,0,594.2,620.0,562.0,597.6,0,680.0,G,G,4.0,D,D,C,D,A,D,B,B,D,10545.770682501425,2373.8,3053.8
50453,170006243568,SP,16.0,F,0.0,3,1,472.1,596.3,410.2,635.1,0,760.0,F,F,3.0,E,D,B,D,B,C,B,C,D,21705.952200954653,2113.7000000000007,2873.700000000001
16504,170006162974,PE,24.0,M,0.0,1,0,400.7,471.6,375.4,424.1,1,0.0,E,E,5.0,B,C,A,C,A,A,B,A,A,1864.02508210245,1671.7999999999995,1671.7999999999995
33579,170004890678,PI,21.0,F,0.0,1,0,529.8,496.2,472.4,606.5,1,0.0,B,B,5.0,B,C,A,B,A,A,A,A,A,104.63506470207136,2104.9,2104.9
58836,170002467583,PA,29.0,M,0.0,1,0,446.4,539.2,437.9,419.1,1,480.0,C,D,3.0,B,B,A,D,A,A,A,A,A,1382.6566261194187,1842.6,2322.6
167762,170001868856,PE,19.0,F,0.0,2,0,492.6,557.0,494.3,469.6,1,620.0,C,C,5.0,B,C,A,C,A,A,A,B,A,688.4410232930381,2013.5,2633.5
135151,170005240562,AM,18.0,F,0.0,2,0,475.5,423.9,480.0,390.8,0,380.0,C,H,4.0,C,C,A,E,A,A,B,B,A,1384.6707131016299,1770.2,2150.2
136574,170001868464,RJ,18.0,F,0.0,2,0,469.1,563.9,576.2,394.9,0,560.0,C,E,3.0,C,C,A,C,A,B,B,B,A,0.0,2004.1,2564.1
40317,170003599593,PA,20.0,M,0.0,2,0,497.2,408.0,407.4,390.5,1,380.0,B,B,14.0,B,C,A,B,A,A,A,B,A,644.4987793442082,1703.1,2083.1
173904,170003623740,PB,25.0,F,0.0,1,0,496.1,504.8,525.9,543.0,0,560.0,A,C,2.0,B,C,A,C,A,B,B,A,A,535.7875390467774,2069.8,2629.8
52246,170002408842,CE,20.0,F,0.0,1,0,439.5,463.1,492.1,432.6,1,0.0,C,D,4.0,C,D,A,D,A,A,B,A,D,797.6367247360182,1827.3,1827.3
476,170002629883,RS,17.0,F,0.0,1,0,526.1,645.8,618.9,608.6,0,760.0,G,F,3.0,C,D,B,D,B,B,B,A,D,3235.6419377560883,2399.4,3159.4
6582,170003187270,PR,27.0,M,0.0,1,0,645.8,664.0,623.3,594.3,0,640.0,C,E,3.0,C,C,C,C,B,B,B,A,A,3242.86082421719,2527.4,3167.4
102121,170002021563,SP,17.0,M,0.0,2,0,568.4,559.8,554.4,496.9,0,0.0,E,E,5.0,B,D,A,D,A,A,A,B,A,659.6569231309121,2179.5,2179.5
125854,170005003796,RS,17.0,M,0.0,2,0,456.4,512.3,407.3,415.2,0,0.0,B,E,4.0,C,D,B,C,A,B,B,B,A,3002.778663369524,1791.2,1791.2
18986,170003996710,SP,17.0,M,0.0,2,0,573.1,566.9,525.8,550.1,0,560.0,F,G,3.0,B,C,B,D,B,D,B,B,A,6573.4436385085255,2215.9,2775.9
42471,170001982545,BA,16.0,M,0.0,2,0,500.4,459.3,432.4,512.2,1,460.0,D,E,4.0,B,C,A,B,A,A,B,B,A,287.3878120402043,1904.3,2364.3
49482,170006011488,SP,17.0,F,0.0,2,0,380.6,562.5,483.9,442.2,0,580.0,H,F,2.0,B,C,B,C,A,B,B,B,D,4927.904462227155,1869.2,2449.2
8993,170006204601,CE,23.0,F,1.0,1,0,481.1,446.5,505.5,615.0,1,0.0,B,B,3.0,B,B,E,B,A,A,A,A,A,911.523531954644,2048.1,2048.1
183477,170005947618,GO,19.0,F,0.0,2,0,575.7,441.3,437.5,430.0,1,660.0,C,E,3.0,D,D,B,C,A,B,B,B,B,3516.592978120773,1884.5,2544.5
159526,170000069431,RJ,20.0,F,0.0,1,0,431.9,433.3,502.7,411.9,1,580.0,E,G,4.0,C,C,B,C,B,C,B,A,A,3327.074255706888,1779.8000000000006,2359.8
144071,170000842050,SE,21.0,F,0.0,2,0,513.8,425.7,518.8,485.4,1,580.0,B,E,4.0,B,C,A,C,A,A,A,B,B,936.3239955306692,1943.7,2523.7
152119,170004405174,AM,31.0,F,1.0,1,0,519.1,599.8,539.4,381.2,0,600.0,B,B,4.0,B,A,A,B,A,B,A,A,C,2429.6386191224688,2039.5,2639.5
54793,170004100474,DF,17.0,M,0.0,2,0,492.8,493.5,580.4,528.5,0,540.0,E,F,5.0,B,C,B,C,B,B,B,B,A,2107.5707011483178,2095.2,2635.2
127710,170002553106,SP,17.0,F,0.0,2,0,494.9,433.8,373.8,452.5,0,580.0,D,E,3.0,B,B,B,D,A,B,B,B,A,1847.064196893329,1755.0,2335.0
167711,170000299103,SP,17.0,F,0.0,2,0,525.7,401.2,523.5,512.0,0,640.0,C,E,4.0,C,C,B,D,B,B,B,B,A,1661.9462411267914,1962.4,2602.4
100452,170005465635,PB,34.0,M,,1,0,488.8,527.1,460.6,481.2,1,400.0,B,C,3.0,B,B,B,C,A,B,B,A,A,1678.3386783719952,1957.7,2357.7
83476,170001676828,MA,26.0,M,0.0,1,0,462.5,365.7,470.1,476.7,1,340.0,H,D,5.0,A,A,A,A,A,A,A,A,A,1133.6217945727494,1775.0000000000002,2115.0
49346,170004390943,GO,22.0,M,0.0,1,0,456.5,425.8,393.0,457.0,1,0.0,B,D,3.0,B,D,A,D,A,B,B,A,A,1325.7228456311254,1732.3,1732.3
75680,170003840813,MG,26.0,F,1.0,1,0,463.8,480.8,460.8,360.8,1,540.0,C,C,3.0,B,C,A,B,A,A,A,A,A,100.65001969219401,1766.2,2306.2
138935,170000705203,SP,16.0,M,0.0,3,1,550.6,554.0,531.3,634.0,0,600.0,D,E,3.0,C,D,B,B,B,B,B,C,D,6310.4859803229065,2269.9,2869.9
157711,170006552811,MG,29.0,M,0.0,1,0,612.0,754.5,692.2,441.0,1,640.0,F,D,3.0,B,C,B,D,B,B,B,A,D,6445.312319062493,2499.7,3139.7
49660,170004358362,PR,17.0,F,0.0,2,0,491.8,537.2,559.0,633.0,1,680.0,B,C,5.0,B,D,B,D,A,B,A,B,A,2891.017189790391,2221.0,2901.0
66313,170000523458,SP,18.0,F,0.0,1,0,636.7,560.4,598.3,770.8,0,720.0,F,E,4.0,B,D,B,E,B,C,B,A,D,6181.343683053631,2566.2,3286.2
88129,170003358507,SP,38.0,F,0.0,1,0,410.1,344.4,488.7,430.0,0,460.0,A,A,5.0,B,B,A,B,A,A,A,A,A,821.2280861394322,1673.2,2133.2
134960,170005983670,CE,17.0,F,0.0,3,1,502.4,558.2,540.0,456.8,1,560.0,C,C,4.0,B,D,A,D,A,A,B,C,A,378.05766597086455,2057.4,2617.4
2895,170004101970,AL,37.0,M,1.0,1,0,478.4,583.9,532.2,382.0,1,600.0,C,D,3.0,B,B,A,B,A,B,A,A,A,3617.432496822464,1976.5,2576.5
57010,170005190452,RJ,31.0,M,0.0,1,0,655.5,697.2,666.7,684.1,0,560.0,E,D,2.0,B,B,A,C,A,B,B,A,A,1241.551788028835,2703.5,3263.5
7220,170000224072,SP,20.0,F,0.0,1,0,489.9,428.7,509.9,615.0,0,400.0,C,C,6.0,B,C,B,B,B,A,B,A,A,561.4285982860557,2043.5,2443.5
22071,170004211287,SP,18.0,F,0.0,2,0,503.4,385.1,480.7,369.4,1,560.0,H,H,6.0,C,E,A,D,A,A,B,B,A,2289.1780404991905,1738.6,2298.6
98205,170005781413,MG,24.0,F,0.0,1,0,685.6,656.6,628.4,530.0,0,580.0,E,E,3.0,B,C,A,C,B,A,B,A,E,1503.8004449917253,2500.6,3080.6
111717,170003120759,RS,18.0,F,0.0,2,0,480.6,398.0,482.4,433.6,1,520.0,E,D,3.0,B,C,B,D,A,B,B,B,A,2632.204881196816,1794.6,2314.6
17655,170004048278,MA,16.0,M,0.0,3,1,515.8,445.2,511.4,486.9,0,820.0,G,F,5.0,D,D,C,D,A,B,B,C,D,25148.274928257866,1959.3,2779.3
159773,170003483731,DF,18.0,F,0.0,2,0,633.2,630.3,591.8,660.3,0,620.0,G,F,4.0,E,E,D,E,B,B,B,B,D,8845.610356594098,2515.6,3135.6
4247,170003939199,PI,25.0,F,0.0,1,0,510.9,368.5,470.3,391.7,1,520.0,E,F,3.0,B,C,A,D,A,B,A,A,A,701.9351286746614,1741.4,2261.4
31599,170000218337,PA,17.0,F,0.0,2,0,493.7,402.0,485.9,512.5,1,540.0,D,C,4.0,A,B,A,B,A,A,A,B,A,0.0,1894.1,2434.1
71339,170004507323,BA,17.0,F,0.0,1,0,434.2,477.3,466.9,352.8,1,460.0,E,E,3.0,B,C,A,B,A,A,A,A,A,188.16698655646138,1731.2,2191.2
13408,170003350730,RJ,18.0,M,0.0,2,0,535.4,608.1,554.7,558.5,0,560.0,C,D,3.0,C,C,B,D,B,B,B,B,A,5732.795439752357,2256.7,2816.7
153183,170003840800,BA,18.0,M,0.0,3,0,660.2,600.8,606.1,692.5,0,640.0,D,B,2.0,B,C,A,B,A,B,B,C,A,0.0,2559.6,3199.6
128059,170005957739,GO,37.0,F,0.0,2,0,412.4,405.1,395.6,371.1,1,0.0,A,A,5.0,B,D,A,D,A,A,A,B,A,1231.189793219994,1584.1999999999994,1584.1999999999994
29363,170001989759,PA,17.0,F,0.0,2,0,467.0,533.6,567.8,492.1,0,600.0,B,E,8.0,B,B,A,B,A,A,A,B,A,200.3736336389412,2060.5,2660.5
78383,170002263827,PA,20.0,F,0.0,1,0,574.2,466.1,446.6,407.8,1,660.0,E,C,6.0,B,C,A,B,A,A,A,A,A,1286.358803197223,1894.7,2554.7
142173,170003433086,RJ,19.0,M,0.0,2,0,468.2,560.8,483.4,545.2,0,580.0,E,E,3.0,B,D,A,E,A,B,B,B,A,2020.7180506897625,2057.600000000001,2637.600000000001
171083,170000853573,RJ,18.0,F,0.0,2,0,552.4,550.2,496.6,472.4,0,620.0,F,D,5.0,B,C,A,D,A,B,B,B,A,2846.1776168713395,2071.6,2691.6
141401,170006131184,MG,22.0,F,0.0,1,0,612.4,584.7,603.4,576.6,0,700.0,A,B,5.0,B,D,A,D,A,B,B,A,A,1759.8435913824717,2377.1,3077.1
136078,170004334531,PB,21.0,F,0.0,1,0,429.9,418.7,470.8,424.4,1,560.0,A,B,7.0,B,C,A,B,A,A,B,A,A,1057.290591984372,1743.7999999999995,2303.8
14500,170005678414,MG,17.0,M,0.0,2,0,578.1,603.7,537.2,665.5,0,480.0,B,B,5.0,B,D,C,C,A,A,B,B,A,988.5360610158065,2384.5,2864.5
74596,170000595268,MT,16.0,F,0.0,3,1,512.2,548.8,511.3,623.5,1,600.0,E,G,3.0,B,C,A,A,B,A,A,C,A,0.0,2195.8,2795.8
52352,170006076141,RJ,31.0,M,1.0,1,0,421.7,549.0,526.9,436.0,0,500.0,H,H,3.0,C,C,A,C,B,B,B,A,B,1089.691691631032,1933.6,2433.6
12709,170000460434,GO,17.0,F,0.0,1,0,638.0,609.8,556.3,625.0,0,960.0,D,G,3.0,C,D,B,D,A,A,B,A,B,2302.980871243243,2429.1,3389.1
4229,170004517755,SP,17.0,F,0.0,2,0,442.2,465.4,506.0,425.0,1,500.0,D,B,3.0,C,D,B,C,B,A,B,B,A,1197.7583776040824,1838.6,2338.6
34778,170003857965,RN,19.0,F,0.0,2,0,510.9,368.9,466.9,370.3,1,600.0,B,A,5.0,B,C,A,C,A,B,B,B,A,320.2480370544081,1716.9999999999998,2317.0
199569,170004162918,PR,17.0,F,0.0,2,0,618.4,604.7,570.3,607.4,1,660.0,D,F,4.0,C,D,B,E,B,C,B,B,D,4277.574153989244,2400.8,3060.8
93488,170000100895,MG,18.0,F,0.0,1,0,615.2,612.3,597.3,481.8,0,740.0,E,G,4.0,D,D,C,E,B,C,B,A,D,8122.518243610055,2306.6,3046.6
164879,170000402340,MG,22.0,F,0.0,1,0,585.3,617.9,563.7,599.6,0,900.0,H,H,3.0,B,D,A,D,B,C,B,A,A,2180.9920014404065,2366.5,3266.5
